Q,A,label,,,,
이연복 교수님의 진로탐색과 미래설계 수업 중간고사 있어?,없음….,85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 기말고사 있어?,없음. 중간·기말 모두 개인·팀 과제로 대체.,85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 과제 있어?,"개인과제 2개 + 팀 프로젝트 1개, 발표 포함.",85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 과제 어려워?,"대체로 쉽고 부담 적음, 팀원만 잘 만나면 편함.",85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 교수님 어때?,"엄청 친절하고 쿨하고 착하다는 평가 압도적, 아이스크림도 나눠주심.",85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 퀴즈 있어?,없음.,85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 난이도는?,"쉬운 편. 발표는 짧고, 과제 난이도 낮음. 학점 받기 비교적 쉬움.~",85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 팀플 있어?,있음. (15주 내내 같은 팀 → 팀 운 중요),85,,,,
이연복 교수님의 진로탐색과 미래설계 수업 시험 어떻게 나와?,시험 없음. 완전 대체과제형 수업.,85,,,,
이향정 교수님의 성공취업실전 수업 온라인 수업이야?,전면 온라인은 아님. 1박 2일 취업캠프가 필수 참여라서 완전 온라인만으로는 불가.,86,,,,
이향정 교수님의 성공취업실전 수업 프로젝트 있어?,있음. 팀플 활동 + 발표 + 캠프 후 포트폴리오 제출이 핵심 구성.,86,,,,
이향정 교수님의 성공취업실전 수업 중간고사 있어?,없음.,86,,,,
이향정 교수님의 성공취업실전 수업 기말고사 있어?,없어..,86,,,,
이향정 교수님의 성공취업실전 수업 과제 있어?,"있음.

취업캠프 참여 후 포트폴리오 제출

팀플 활동 및 발표",86,,,,
이향정 교수님의 성공취업실전 수업 과제 어려워?,"취업 준비 중이면 “현실적이고 도움 됨”

취업 준비 관심 없으면 “최악이 될 수 있음”",86,,,,
이향정 교수님의 성공취업실전 수업 교수님 어때?,"“유명하고 뛰어난 분”이라는 평가가 있음.
하지만 필요 없는 학생에게는 힘들 수 있는 스타일로 보임.",86,,,,
이향정 교수님의 성공취업실전 수업 퀴즈 있어?,퀴즈 없엌ㅋ,86,,,,
이향정 교수님의 성공취업실전 수업 난이도는?,"취준 필요 O → “최고, 많이 배우고 내실 있는 수업”

취준 필요 X / 팀플·발표 싫음 → “정신적으로 힘듦”",86,,,,
이향정 교수님의 성공취업실전 수업 팀플 있어?,있음. 팀플 + 발표 여러 번 진행.,86,,,,
이향정 교수님의 성공취업실전 수업 시험 어떻게 나와?,"→ 시험 없음.
→ 1박2일 캠프 참여 + 팀플 + 포트폴리오가 성적의 핵심.",86,,,,
박영진 교수님의 성공취업실전 수업 온라인 수업이야?,아니야. 취업캠프(1박 2일) 참여가 필수라 온라인은 거의 불가능함,87,,,,
박영진 교수님의 성공취업실전 수업 프로젝트 있어?,"있음. 강한 비중의 PPT 프로젝트가 있음.

SWOT 분석 기반 PPT, 포트폴리오 과제 등등,,",87,,,,
박영진 교수님의 성공취업실전 수업 중간고사 있어?,"없음.

대신 중간 대체 PPT 과제가 있음.

분량 매우 많고 까다롭다는 평이 많음.",87,,,,
박영진 교수님의 성공취업실전 수업 기말고사 있어?,"없음.

기말 PPT + 여러 검사 결과 + 서류 등 압도적으로 큰 대체 과제 있음.",87,,,,
박영진 교수님의 성공취업실전 수업 과제 있어?,"매우 많음.

전공보다 과제가 더 많다는 리뷰 다수.

PPT 분량 30~40장 이상 요구된 사례 있음.",87,,,,
박영진 교수님의 성공취업실전 수업 과제 어려워?,"엄청 어렵고 시간 많이 듦.

발표 안 하면 성적이 깎이고, 교수 기준 매우 까다롭다는 평가가 압도적.

“차라리 시험 보는 게 낫다”는 말이 있을 정도.",87,,,,
박영진 교수님의 성공취업실전 수업 교수님 어때?,"👍 일부: “시키는 대로 하면 점수 준다”, “질문 잘 받아주신다.”

👎 다수: “개꼰대”, “학생 존중 없음”, “기준 제멋대로”, “발표 안 하면 바로 낮은 학점”, “본인 학부 학생만 챙긴다”, “성적 처리가 불투명함”.",87,,,,
박영진 교수님의 성공취업실전 수업 퀴즈 있어?,퀴즈 없징!,87,,,,
박영진 교수님의 성공취업실전 수업 난이도는?,"엄청 높음.

과제/발표/취업캠프 때문에 부담 3배.

“4학년 다니면서 제일 힘든 수업” “전공보다 빡셈”이라는 리뷰 존재.",87,,,,
박영진 교수님의 성공취업실전 수업 팀플 있어?,"있음. 하지만 큰 비중은 아닐 때도 있음.

주로 PPT, 발표 중심",87,,,,
박영진 교수님의 성공취업실전 수업 시험 어떻게 나와?,"시험 없음.

대신 중간·기말 PPT 대체 과제가 시험 수준보다 훨씬 빡셈.",87,,,,
이화연 교수님의 성공취업실전 수업 온라인 수업이야?,대면수업이야~,88,,,,
이화연 교수님의 성공취업실전 수업 프로젝트 있어?,프로젝트 과제 중심이야…,88,,,,
이화연 교수님의 성공취업실전 수업 중간고사 있어?,중간고사 없어,88,,,,
이화연 교수님의 성공취업실전 수업 기말고사 있어?,기말고사 없어..,88,,,,
이화연 교수님의 성공취업실전 수업 과제 있어?,과제량이 많아.. 힘들겠어..,88,,,,
이화연 교수님의 성공취업실전 수업 과제 어려워?,요구사항이 까다로워,88,,,,
이화연 교수님의 성공취업실전 수업 교수님 어때?,그건 잘 모르겠당 미안해…,88,,,,
이화연 교수님의 성공취업실전 수업 퀴즈 있어?,퀴즈는 없엉,88,,,,
이화연 교수님의 성공취업실전 수업 난이도는?,난이도와 스트레스가 높은 편.,88,,,,
이화연 교수님의 성공취업실전 수업 팀플 있어?,팀플은 없엉,88,,,,
이화연 교수님의 성공취업실전 수업 시험 어떻게 나와?,"학생들이 ‘하지 말라’고 할 정도로 부담이 큰 강의로, 시험은 없지만 프로젝트·과제 중심이라 난이도와 스트레스가 높은 편이야;; ㄷㄷ",88,,,,
글로벌시대의 다문화교육 수업 온라인 수업이야?,오프라인 수업이야.,89,,,,
글로벌시대의 다문화교육 수업 프로젝트 있어?,"조별토론이 매주 있고, 별도 팀 프로젝트는 없어.",89,,,,
글로벌시대의 다문화교육 수업 중간고사 있어?,있어. 강의 내용 기반의 서술형이 나와.,89,,,,
글로벌시대의 다문화교육 수업 기말고사 있어?,있어. 강의 내용에서 출제되고 자기 생각을 쓰는 문제가 섞여.,89,,,,
글로벌시대의 다문화교육 수업 과제 있어?,매주 사이버 강의 기반 쪽지시험 + 조별토론이 사실상 과제야.,89,,,,
글로벌시대의 다문화교육 수업 과제 어려워?,양이 많고 교수님이 깐깐해서 쉽진 않아.,89,,,,
글로벌시대의 다문화교육 수업 교수님 어때?,되게 깐깐하고 기준이 정확한 편이라 긴장감 있는 수업 분위기야.,89,,,,
글로벌시대의 다문화교육 수업 퀴즈 있어?,매주 사이버 강의 내용으로 쪽지시험 있어.,89,,,,
글로벌시대의 다문화교육 수업 난이도는?,다른 교양보다 빡세고 할 게 많아서 난이도 있는 편이야.,89,,,,
글로벌시대의 다문화교육 수업 팀플 있어?,팀플이라기보다 매주 조별토론 및 발표가 있어.,89,,,,
글로벌시대의 다문화교육 수업 시험 어떻게 나와?,강의 내용 기반 문제 + 자신의 생각을 반영해 쓰는 문제 조합으로 나와.,89,,,,
정진욱 교수님의 경제학의 이해 수업 온라인 수업이야?,주로 대면 수업으로 진행됨.,90,,,,
정진욱 교수님의 경제학의 이해 수업 프로젝트 있어?,프로젝트 없음,90,,,,
정진욱 교수님의 경제학의 이해 수업 중간고사 있어?,있음. 중간 + 기말 총 2번 시험 보는 방식,90,,,,
정진욱 교수님의 경제학의 이해 수업 기말고사 있어?,"있음.

대신 교수님이 시험에 나올 부분을 짚어주셔서 그 부분만 집중하면 됨",90,,,,
정진욱 교수님의 경제학의 이해 수업 과제 있어?,과제 없음,90,,,,
정진욱 교수님의 경제학의 이해 수업 과제 어려워?,과제 자체가 없음,90,,,,
정진욱 교수님의 경제학의 이해 수업 교수님 어때?,"경제학계 경력이 오래된 교수님이라 지식이 깊음

설명 방식이 약간 지루하거나 집중이 어려울 때가 있음

하지만 최대한 이해시키려고 열정적으로 설명하려고 노력하심

강의 중간에 관련 경제 이야기나 썰을 많이 풀어서 흥미 요소 있음

학생 출결을 잘 챙겨주고, 실수한 출석도 말하면 봐주는 편

전체적으로 학생 편의를 많이 봐주는 교수님",90,,,,
정진욱 교수님의 경제학의 이해 수업 퀴즈 있어?,퀴즈 없음,90,,,,
정진욱 교수님의 경제학의 이해 수업 난이도는?,"경제학 기초라 내용 자체는 어렵지 않음

다만 설명 방식 때문에 집중이 조금 어려울 수 있음

시험은 짚어준 범위만 보면 충분히 가능해서 부담 낮음

전반적으로 무난한 교양",90,,,,
정진욱 교수님의 경제학의 이해 수업 팀플 있어?,팀플 없엉~,90,,,,
정진욱 교수님의 경제학의 이해 수업 시험 어떻게 나와?,"중간 + 기말 2회 시험

유형은 객관식/서술형 혼합 가능

수업 시간에 직접 짚어주는 부분이 그대로 출제

알려준 부분만 잘 공부하면 무난하게 A권 가능",90,,,,
남정우 교수님의 경제학의 이해 수업 온라인 수업이야?,"리뷰에서는 온라인 여부 언급 없음

대부분 대면 + 풀강(전시간 강의) 형태로 들은 것으로 보임",91,,,,
남정우 교수님의 경제학의 이해 수업 프로젝트 있어?,"프로젝트도 없음

단, 중간·기말 사이에 과제 1개(레포트) 있는 경우가 있음.",91,,,,
남정우 교수님의 경제학의 이해 수업 중간고사 있어?,"있음.

난이도는 “무난~조금 넓다” 정도.

교수님이 중요 포인트 중심으로 잘 짚어줌.",91,,,,
남정우 교수님의 경제학의 이해 수업 기말고사 있어?,"있음.

학생들이 “범위 넓다”라고 하지만
미리미리만 공부하면 충분히 대비 가능했다고 함",91,,,,
남정우 교수님의 경제학의 이해 수업 과제 있어?,"과제 1번 있는 학기 있음. (중간~기말 사이 레포트)

어렵다기보다는 “시간 약간 걸리는 정도”라는 평가.",91,,,,
남정우 교수님의 경제학의 이해 수업 과제 어려워?,"“조금 빡세다”는 의견도 있지만

대부분 시간만 들이면 할 수 있는 난이도

경제학 비전공자도 충분히 가능.",91,,,,
남정우 교수님의 경제학의 이해 수업 교수님 어때?,"👍 장점

매우 친절함

학생들 정말 많이 배려함

출석 체크 놓친 학생 챙겨줌

경제를 전혀 모르는 학생도 이해할 수 있게 최대한 쉽게 설명하려고 함

강의력 좋다는 평가가 많음

👎 단점

“조금 지루하다”, “설명 나긋나긋 → 졸림” 의견 있음

경제학 후반부로 갈수록 난이도가 높아져 어려웠다는 의견도 존재",91,,,,
남정우 교수님의 경제학의 이해 수업 퀴즈 있어?,"쪽지시험도 없음

평가 = 중간 + 기말 + 과제 1 조합",91,,,,
남정우 교수님의 경제학의 이해 수업 난이도는?,"전반부 → 쉬움

후반부 → 점점 어려워짐

경제학 기초를 진짜 배우는 느낌이라
흥미 있는 학생은 “많이 배울 수 있음”

흥미 없으면 “지루하고 힘들다”는 의견도 있음",91,,,,
남정우 교수님의 경제학의 이해 수업 팀플 있어?,없음~~,91,,,,
남정우 교수님의 경제학의 이해 수업 시험 어떻게 나와?,"중간·기말 모두 범위 넓음

하지만 교수님이
“여기서 나온다” 하고 짚어주는 부분 위주로 나오기 때문에 실제 난이도는 무난

객관식 중심 + 이해 기반 문제

PDF 자료 질이 좋아서 그거만 잘 보면 OK",91,,,,
윤종인 교수님의 경제학의 이해 수업 온라인 수업이야?,블렌디드 형태(대면 + 사이버 강의)로 진행돼.,92,,,,
윤종인 교수님의 경제학의 이해 수업 프로젝트 있어?,프로젝트 없어.,92,,,,
윤종인 교수님의 경제학의 이해 수업 중간고사 있어?,있어..,92,,,,
윤종인 교수님의 경제학의 이해 수업 기말고사 있어?,있어…,92,,,,
윤종인 교수님의 경제학의 이해 수업 과제 있어?,과제 없어.,92,,,,
윤종인 교수님의 경제학의 이해 수업 과제 어려워?,과제가 없어서 어렵지 않지 크킄,92,,,,
윤종인 교수님의 경제학의 이해 수업 교수님 어때?,친절하고 설명하려고 노력하시지만 말투(스읍 소리)와 전달 방식이 어렵다는 평이 있음.,92,,,,
윤종인 교수님의 경제학의 이해 수업 퀴즈 있어?,퀴즈 없어,92,,,,
윤종인 교수님의 경제학의 이해 수업 난이도는?,"→ 경제 기초 없으면 다소 어렵고 지루할 수 있음.
→ 수능 경제 경험자나 기초 있는 사람은 매우 쉬움.",92,,,,
윤종인 교수님의 경제학의 이해 수업 팀플 있어?,팀플 없엉,92,,,,
윤종인 교수님의 경제학의 이해 수업 시험 어떻게 나와?,"→ 중간·기말 실질적으로 두 번만 보고, PPT·교안 위주로 출제되며 공부한 만큼 점수 나옴.",92,,,,
이경락 교수님의 시장과 경제 수업 온라인 수업이야?,"대면 + 사이버 강의가 섞여 있고, 매주 사이버 퀴즈가 있음. 완전 온라인 수업은 아님.",93,,,,
이경락 교수님의 시장과 경제 수업 프로젝트 있어?,프로젝트는 없음. 하지만 중간 대체 레포트가 자필로 1~2장 정도 나옴.,93,,,,
이경락 교수님의 시장과 경제 수업 중간고사 있어?,"중간고사는 없음.
대신 영상 시청 후 자필 레포트 제출로 대체됨.",93,,,,
이경락 교수님의 시장과 경제 수업 기말고사 있어?,"있음. 객관식 시험 1번 보며, 범위는 PPT 위주로 나옴.",93,,,,
이경락 교수님의 시장과 경제 수업 과제 있어?,"있음.

매주 사이버 퀴즈 1개

중간 대체 자필 과제
과제 양이 많다는 평도 존재함.",93,,,,
이경락 교수님의 시장과 경제 수업 과제 어려워?,"자필 과제가 좀 번거롭고 부담스럽다는 의견 많음.
글자 크기·줄간격 맞추라는 조건 때문에 귀찮다는 리뷰 다수.",93,,,,
이경락 교수님의 시장과 경제 수업 교수님 어때?,"열정적이고 설명을 많이 해주심

수업을 50분 꽉 채우고 가끔 정치 이야기도 하심

학생 참여도(질문·발표)를 좋아함

성향 맞는 학생은 좋아하고, 안 맞는 학생은 피곤하다고 평가",93,,,,
이경락 교수님의 시장과 경제 수업 퀴즈 있어?,"있음.
매주 사이버 강의 기반의 퀴즈가 있어 꾸준히 챙겨야 함.",93,,,,
이경락 교수님의 시장과 경제 수업 난이도는?,"중간 자필 과제가 번거롭지만
기말시험 자체는 PPT 기반이라 크게 어렵지 않음.

경제 지식이 부족하면 조금 어렵다는 의견도 존재.",93,,,,
이경락 교수님의 시장과 경제 수업 팀플 있어?,팀플은 없어,93,,,,
이경락 교수님의 시장과 경제 수업 시험 어떻게 나와?,"기말 객관식 시험 1회

PPT와 수업에서 강조한 부분이 그대로 나옴

오픈북 아님

중간은 시험 대신 자필 레포트 제출",93,,,,
박성민 교수님의 시장과 경제 수업 온라인 수업이야?,"완전 온라인은 아니고 대면 + 사이버 대체 강의가 섞임.
교수님이 대면을 자주 사이버로 대체하는 경우도 있음.",94,,,,
박성민 교수님의 시장과 경제 수업 프로젝트 있어?,프로젝트(팀플 포함) 없음.,94,,,,
박성민 교수님의 시장과 경제 수업 중간고사 있어?,"중간고사 있음.
시험보다 자필 과제가 더 빡세다는 리뷰 다수.",94,,,,
박성민 교수님의 시장과 경제 수업 기말고사 있어?,리뷰에 따르면 중간만 보고 기말은 없다는 의견도 있음.,94,,,,
박성민 교수님의 시장과 경제 수업 과제 있어?,"있음. 매우 많음. 거의 모든 리뷰가 과제 지옥이라고 말함.

A4 손글씨 10장 이상

분량 많은 손글씨 보고서

손으로 예쁘게 쓰기를 요구

시험 예상 문제를 60개 이상 손으로 작성하는 과제도 있음",94,,,,
박성민 교수님의 시장과 경제 수업 과제 어려워?,난이도보다 양이 엄청남,94,,,,
박성민 교수님의 시장과 경제 수업 교수님 어때?,"👍 좋은 평가

위트 있고 솔직함

경제와 인생 관련 이야기 많이 해줌

학생 태도 중심으로 평가

인간적이고 따뜻하다는 평가 일부 있음

👎 나쁜 평가

수업 대충하는 느낌

수업 짧게 끝내거나 사이버로 대체

강의력 약함

학생이 열심히 써도 성적 잘 안 나오는 경우 존재",94,,,,
박성민 교수님의 시장과 경제 수업 퀴즈 있어?,"→ 리뷰에 정기 퀴즈는 없다는 내용.
→ 대신 과제 폭탄 + 시험(1~2번) 방식.",94,,,,
박성민 교수님의 시장과 경제 수업 난이도는?,"→ 내용 자체가 어려움(주식·투자 중심).
경제 기초 없는 학생들은 “너무너무 어렵다”는 리뷰 다수.
하지만 과제만 열심히 하면 학점은 잘 나오기도 함.",94,,,,
박성민 교수님의 시장과 경제 수업 팀플 있어?,팀플 없엉~,94,,,,
박성민 교수님의 시장과 경제 수업 시험 어떻게 나와?,"→ 시험은 중간만 보거나, 중간+기말 두 번 보는 학기 존재
→ 대부분 손글씨 과제 후 기말 없음 케이스가 많음
→ 문제는 “답이 없는 느낌”, “기본 개념+주식개념 섞인 문제”
→ 시험 대비는

PPT 책 내용 교수님 설명",94,,,,
이찬기 교수님의 시장과 경제 수업 온라인 수업이야?,대면 수업이며 풀강 + α 로 꽉 채워서 진행돼.,95,,,,
이찬기 교수님의 시장과 경제 수업 프로젝트 있어?,프로젝트 없엉,95,,,,
이찬기 교수님의 시장과 경제 수업 중간고사 있어?,"중간고사 있음.
하지만 문제 유형을 전부 알려주셔서 준비하기 매우 쉬움.",95,,,,
이찬기 교수님의 시장과 경제 수업 기말고사 있어?,"기말고사 있음.
중간과 동일하게 시험 문제를 알려주시는 편이라 부담 적음.",95,,,,
이찬기 교수님의 시장과 경제 수업 과제 있어?,과제 없음.,95,,,,
이찬기 교수님의 시장과 경제 수업 과제 어려워?,과제 자체가 없음.,95,,,,
이찬기 교수님의 시장과 경제 수업 교수님 어때?,"설명 잘하고 수업 내용이 실생활(생활·세금 중심)과 연결돼서 유익하다는 의견 많음.
다만 풀강으로 유명해서 강의 시간이 길다는 점은 호불호 있음.",95,,,,
이찬기 교수님의 시장과 경제 수업 퀴즈 있어?,퀴즈 없엉,95,,,,
이찬기 교수님의 시장과 경제 수업 난이도는?,"수업 내용은 유익하지만 어렵지 않은 편.
시험은 ppt + 검색으로 다 준비 가능해서 난이도 낮음.",95,,,,
이찬기 교수님의 시장과 경제 수업 팀플 있어?,팀플 없어,95,,,,
이찬기 교수님의 시장과 경제 수업 시험 어떻게 나와?,"시험 방식:

문제 그대로 알려줌

ppt 내용 기반

검색하면 해결 가능
→ 학점도 잘 나오는 편",95,,,,
정치와 사회 수업 온라인 수업이야?,"아니, 대면 수업 중심이고 쉬는 시간 없이 연강 형태(90분)로 진행될 때가 많아.",96,,,,
정치와 사회 수업 프로젝트 있어?,"프로젝트(팀플·조별과제 없음).
대신 독후감 레포트(약 5장) 한 번 있음.",96,,,,
정치와 사회 수업 중간고사 있어?,"있어! 서술형이고, 예상 문제를 3개 정도 미리 제공해줘.",96,,,,
정치와 사회 수업 기말고사 있어?,"있어! 서술형, 중간과 동일하게 예상 문제 중 2개 정도가 그대로 출제돼.",96,,,,
정치와 사회 수업 과제 있어?,있어! 독후감 5쪽(표지 포함) 제출해야 해.,96,,,,
정치와 사회 수업 과제 어려워?,"분량이 많아서 부담 있음, 미리 준비 안 하면 꽤 빡세다고 함.",96,,,,
정치와 사회 수업 교수님 어때?,"친절하고 유익했다는 평도 있음

하지만 정치 성향이 드러난다, 잔소리가 많다, 시험 당일 1분 늦으면 문 잠근다 등 부정적 의견 많음",96,,,,
정치와 사회 수업 퀴즈 있어?,"주요 퀴즈는 없음.
정규 수업 + 시험 + 독후감 중심.",96,,,,
정치와 사회 수업 난이도는?,"암기 난이도 높음.

정치 지식 없으면 어렵게 느낄 수 있음

하지만 “외우는 것만 잘하면 점수 나온다”는 의견도 많음",96,,,,
정치와 사회 수업 팀플 있어?,없어! 팀플·조모임 전혀 없음.,96,,,,
정치와 사회 수업 시험 어떻게 나와?,"예상문제 3개 → 실제 시험에 2개 출제

완전 서술형(암기형)

외운 만큼 100% 나온다는 리뷰 많음

암기 못하면 과목 자체가 매우 힘듦",96,,,,
배라영 교수님의 청년발달과 자기이해 수업 온라인 수업이야?,대면 + 조모임 + 활동 중심 / 온라인 아님,97,,,,
배라영 교수님의 청년발달과 자기이해 수업 프로젝트 있어?,"팀플은 없고, 매주 조모임(그룹워크), 워크시트 작성, 포트폴리오 2개 있음.",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 중간고사 있어?,"중간고사 없음.
중간은 레포트(포트폴리오 I) 로 대체됨.",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 기말고사 있어?,"기말시험 1회 있음.
시험 일주일 전에 범위·중요 내용 정확하게 찝어주심.",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 과제 있어?,"과제 많음.

포트폴리오 2개

매주 그룹워크 내용 정리

매주 워크시트 작성",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 과제 어려워?,"난이도는 어렵지 않지만 양이 많고 매우 귀찮음,
그리고 수업 참여도 높은 학생이 많아 A+ 경쟁 치열함.",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 교수님 어때?,"매우 친절하고 착함 / 학생 케어 좋음 / 설명 잘해줌.
하지만 수업 템포 빠르고 풀강이라 피곤하다는 의견 있음.",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 퀴즈 있어?,퀴즈 없음.,97,,,,
배라영 교수님의 청년발달과 자기이해 수업 난이도는?,"조모임

포트폴리오

매주 작성물
때문에 할 게 많아서 체감 난이도는 ‘중~상’
특히 성적 경쟁이 매우 치열함(A+ 받기 어려움).",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 팀플 있어?,"정식 팀플 없음.
다만 매주 5~6명 그룹 토론 + 결과 정리가 존재",97,,,,
배라영 교수님의 청년발달과 자기이해 수업 시험 어떻게 나와?,"기말만 1회

시험 범위 1주 전에 다 알려주심

대부분 교수님이 집어준 부분에서 그대로 나옴

서술형이지만 보기도 주어져서 사실상 쉬운 객서술형

하지만 다들 잘 봐서 상대적으로 점수 받기 힘듦",97,,,,
신경숙 교수님의 청년발달과 자기이해 수업 온라인 수업이야?,"대부분 대면 수업, 가끔 줌으로 대체되는 주차 있음.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 프로젝트 있어?,"큰 프로젝트는 없지만 조별활동이 꾸준히 있고, 과제도 여러 번 있음.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 중간고사 있어?,"→ 중간고사는 없음.
→ 대신 중간 대체 과제/토론이 있음.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 기말고사 있어?,"→ 기말고사 1번 있음.
→ 오픈북이지만 범위가 많아서 준비 필요.
→ 노트필기만 가능",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 과제 있어?,"→ 매주 짜잘한 과제 + 주요 과제(보고서 등) 몇 개 있음.
→ 꾸준히 해야 성적 잘 나옴.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 과제 어려워?,"→ 난이도는 어렵지 않지만 양이 많고 귀찮은 편.
→ 조별 토론 기반 레포트 때문에 빡셌다는 의견 다수.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 교수님 어때?,"→ 친절하고 소통 잘해주고 답장 빠름, 학생 배려하는 편.
→ 강의는 PPT 읽는 스타일이라 조금 지루하다는 평도 있음.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 퀴즈 있어?,"→ 정기 퀴즈는 없음.
→ 대신 토론/활동 기반 과제가 그 역할을 함.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 난이도는?,"과제 많음

기말 범위 넓음
→ 그래서 체감 난이도는 중간~중상 정도.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 팀플 있어?,"→ 팀플(조별활동) 있음.
→ 초반에 많고 후반에는 줄어듦.
→ 조원 잘못 만나면 스트레스 받을 수 있다는 리뷰 있음.",98,,,,
신경숙 교수님의 청년발달과 자기이해 수업 시험 어떻게 나와?,"→ 기말 한 번
→ 오픈북
→ 범위 매우 넓음(1~15주 전체)
→ 교수님이 시험 일주일 전 찝어주심
→ 노트필기 기반으로 서술형 답변 작성",98,,,,
저출산고령화 사회의 이해와 과제 수업 온라인 수업이야?,"아니, 대면 수업이야. 2시간 꽉 채우는 풀강이 많아.",99,,,,
저출산고령화 사회의 이해와 과제 수업 프로젝트 있어?,프로젝트 없음. 개인 보고서 한 번 있음.,99,,,,
저출산고령화 사회의 이해와 과제 수업 중간고사 있어?,중간고사는 시험이 아니라 ‘레포트 작성’으로 대체돼.,99,,,,
저출산고령화 사회의 이해와 과제 수업 기말고사 있어?,있어. 기말 한 번만 보고 오픈북이야.,99,,,,
저출산고령화 사회의 이해와 과제 수업 과제 있어?,"있어. 중간 레포트, 매 수업 토론 기록 제출 등이 있어.",99,,,,
저출산고령화 사회의 이해와 과제 수업 과제 어려워?,"인터뷰 직접 해야 하고

레포트 10장 이상

주제 정하기도 쉽지 않다는 평가가 많아",99,,,,
저출산고령화 사회의 이해와 과제 수업 교수님 어때?,"수업은 잘 가르치시고 친절하다는 평 많음.
다만 요구하시는 기준은 깐깐한 편",99,,,,
저출산고령화 사회의 이해와 과제 수업 퀴즈 있어?,"퀴즈는 없어.
대신 수업 중 토론 기록 제출이 있어",99,,,,
저출산고령화 사회의 이해와 과제 수업 난이도는?,"난이도 꽤 있는 편.

수업 분량 매우 많음(피피티 합치면 300페이지 넘음)

시험 시간 부족하다는 후기 다수

관심 없으면 지루하고 따라가기 어려움",99,,,,
저출산고령화 사회의 이해와 과제 수업 팀플 있어?,없어. 팀플 없는 수업,99,,,,
저출산고령화 사회의 이해와 과제 수업 시험 어떻게 나와?,"기말 단 한 번 보는데 오픈북.

객관식 + 단답형

강의시간에 빈칸 채운 내용 그대로 나옴

문제 수 많고 시간 부족하다는 평 매우 많음

시험 범위 넓고 수업자료를 잘 정리해둬야 함",99,,,,
월요일 1 교양 뭐 있어?,이우진 교수님의 국제관계와 질서  수업이 있어,69,,,,
월요일 1 교양 알려줘,이우진 교수님의 국제관계와 질서  수업이 있어,69,,,,
화요일 2 교양 뭐 있어?,이우진 교수님의 생활과 법률 수업 / 이경락 교수님의 시장과 경제 수업이 있어,223,,,,
화요일 2 교양 알려줘,이우진 교수님의 생활과 법률 수업 / 이경락 교수님의 시장과 경제 수업이 있어,223,,,,
"금요일 3,4 교양 뭐 있어?",구재서 교수님의 전쟁사 수업이 있어,79,,,,
"금요일 3,4 교양 알려줘",구재서 교수님의 전쟁사 수업이 있어,79,,,,
수요일 6 교양 뭐 있어?,김동욱 교수님의 글로벌시대의 다문화교육 수업이 있어,89,,,,
수요일 6 교양 알려줘,김동욱 교수님의 글로벌시대의 다문화교육 수업이 있어,89,,,,
월요일 5 교양 뭐 있어?,윤종인 교수님의 경제학의 이해 수업이 있어,92,,,,
월요일 5 교양 알려줘,윤종인 교수님의 경제학의 이해 수업이 있어,92,,,,
목요일 6 교양 뭐 있어?,신경숙 교수님의 청년발달과 자기이해 수업이 있어,98,,,,
목요일 6 교양?,신경숙 교수님의 청년발달과 자기이해 수업이 있어,98,,,,
저출산고령화 사회의 이해와 과제 수업 교수님?,조은미 교수님이야,99,,,,
저출산고령화 사회의 이해와 과제 수업 몇 학점이야?,2학점이야,99,,,,
저출산고령화 사회의 이해와 과제 수업 강의실?,"진리506호 수요일4,5",,,,,
청년발달과 자기이해 수업 교수님?,"신경숙 교수님, 배라영 교수님",,,,,
청년발달과 자기이해 수업 강의실?,"배라영 교수님 강의는 진리 515호고, 월요일2교시,3교시 / 월요일 4교시5교시 , 신경숙 교수님은 진리동 509호고 목요일 6교시야",,,,,
청년발달과 자기이해 수업 학점?,2학점이야,,,,,
문학의 이해 수업 교수님?,"권윤경 교수님, 문광헌 교수님, 임성규 교수님",,,,,
문학의 이해 수업 학점?,2학점이야,,,,,
문학의 이해 수업 강의실?,"권윤경 교수님은 온라인 강의이고, 문광헌 교수님은 본부동 719호 월요일 4교시 5교시 / 임성규 교수님은 본부동 212호이고 화요일 3교시야.",,,,,
