리뷰내용,평점,학기,전공트랙,과목코드,과목명,교수명,강의ID
시험 딱 내주신건만 내주시고 성적도 잘 주실진 모르겠는데 좋으심,,,알수없음,0218901,운영체제론,한군희,1231097
교수님 열정적이시고 학생들 최대한 배려해주려고 하십니다 좋아요,,,알수없음,0218901,운영체제론,한군희,1231097
"솔직히 수업 때 내용들이 너무 난잡하고 개인적인 이야기를 많이하셔서 수업때는 다른거 하는거 추천.
시험 때 한번 예시와 내용들을 정리해주셔서 듣고 그대로 시험에 적기만 해도 점수 잘 나올 수 있습니다!",,,알수없음,0218901,운영체제론,한군희,1231097
"뭔가 많이 가르치시는데 예시밖에 기억나는게 없음
시험도 거의 정의랑 특징만 쓰고 대부분을 예시로 채웠던거같음",,,알수없음,0218901,운영체제론,한군희,1231097
"교수님이 말 많은거 빼고는 괜찮은 수업, 수업에 열심히 참여한다면 충분히 좋은 점수 얻을 수 있음",,,알수없음,0218901,운영체제론,한군희,1231097
이 수업을 통해 운영체제론에 대해서 자세히 배웠습니다. 추천합니다.,,,알수없음,0218901,운영체제론,한군희,1231097
진짜  별 다섯개 한 사람들은 A+맞아서 그런거고요 진짜 이거 아니면 답도 없다 하는 사람만 들으세요 진짜 대다수 중 일부만 좋은겁니다.,,,알수없음,0218901,운영체제론,한군희,1231097
"전반적으로 어려운 수업은 아닙니다! 
시험도 중간 기말 있는데 교수님이 다 알려주세요
수업때 열심히 들으면 A+ 맞을 수 있습니다",,,알수없음,0218901,운영체제론,한군희,1231097
"들을 만한데 시험문제를 알려주기 때문에 약간 의욕 상실 있을 수 있고 시험은 누가 더 많이 길게 쓰냐 대결임
A이상 받고 싶으면 그림포함해서 2장이상은 써야할듯
과제는 한번있었음",,,알수없음,0218901,운영체제론,한군희,1231097
"다 좋은데 수업 자료만 바꿔주세요..
거의 20년 된 자료를 사용하시는데 음...
특히 시험은 문제를 다 알려주시고 진행해서 변별력이 0입니다..",,,알수없음,0218901,운영체제론,한군희,1231097
"강의 중 사담 너무 많이 하시고 직접 편찬하신 교재 퀄리티가 별로예요... 내용에 군더더기가 있고 서술이 불친절하단 느낌을 받았습니다
시중에 잘 나온 다른 교재들과 비교했을 때는 아쉽게 느껴지네요",,,알수없음,0218901,운영체제론,한군희,1231097
지루함 사과 나무짓는법 이런거 강의함 .. 수업에 절반이상이 잡다한내용이구 너무 하나 설명 할때 딥하게 설명해서 기억에 잘 안남음,,,알수없음,0218901,운영체제론,한군희,1231097
"강의는 쉽게 설명해줄려고 노력하시는데,
개인적인 얘기들을 많이 하셔서.. 전공을 배우는건지
교수님에 대한 것을 배우는건지 잘 모르겠음
그래도 진도 나갈 땐, 학생들 맞춤으로 최대한 강의 하시려는게 보임 그래도 반반임..",,,알수없음,0218901,운영체제론,한군희,1231097
"1. 거의 항상 풀강. 10분 쉬는 시간 딱 주시고 항상 풀강하심
2. 사담 정말 많으심. 내용을 쉽게 설명해주시려고 많은 예시를 드시는데 그 사이에 사담이 정말 많음. 
늘 느낀건데 1시간 사담 하시고 1시간 진도 나가는 느낌
3. 시험 진짜 쉬움. 문제를 다 미리 알려주셔서 암기만 해가면 만점 받기 너무 쉬움. 그래서인지 만점자가 은근 많은 듯 함
4. 출결 완전 너그럽다. 그냥 거의 다 인정해주신다고 보면 될 듯

총평 : 사담 많아서 수업 자체는 지루하고 짜증나지만 교수님은 좋은 분이시고 학점 받기 어렵지 않다. 추천함",,,알수없음,0218901,운영체제론,한군희,1231097
교수님 되게 착하시고 수업 자체도 크게 어렵지는 않았습니다. 그렇다고 배워가는게 없는 것도 아니였어요 추천드리는 수업입니다!,,,알수없음,0972501,iOS프로그래밍,윤성현,2483093
프로그래밍 실습위주로 강의하시고 교수님이 제작하시는거 보면서 따라하면 재미도 있고 시간도 빨리가고 잘 따라가실 수 있습니다! 팀플 1번있고 과제는 팀으로 매주 한개씩 나갑니다. 시험은 오픈북,,,알수없음,0972501,iOS프로그래밍,윤성현,2483093
시험은 오픈북 아니고 수업은 전체적으로 좋고 일찍끝내주세요,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
배워가는 게 많은 과목이었어요. 오픈북이어도 쉽지는 않습니다. 수업에 집중하는 것 외에도 스스로 공부를 조금은 해야하는 수업인 것 같아요.,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
개인적으로는 정말 유익한 수업이었습니다. 온라인으로 강의 들으면서 제일 남는게 있던 수업이고 시험은 강의를 열심히 듣고 코딩실습도 열심히 따라가야 할 것 같습니다,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
시험 변별력있어서 좋았습니다 실시간으로 채팅하시면서 퀴즈내시고 질문 많이 하셔서 신경써야하는 것도 많고 동영상으로 발표 준비하느라 기말때 시간을 많이  뺐겼지만 수업 자체는 배워가는게 많은 수업이었어요,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
비대면인데도 불구하고 시험도 분별력 있게 출제하시고 전문성있는 좋은 과목이었습니다.,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
"얻어가는게 많은 수업. 아는것도 많으시고 수업 내용도 좋아요.
등록금이 아깝지않은 수업이였어요. 과제는 매주 있지만 그리 어려운건 아닌데 팀플과제라 낯가림이 심하거나 캐리하기 싫으면 비추천",,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
수업준비를 정말 열심히 하시는 것 같았고 중간고사 범위는 정보보호개론 내용과 비슷하기도 했고 쉬운내용이라 다들 시험을 잘봤더라구요 기말은 중간보다 어려웠어요ㅠㅠ 매주 마지막 1시간은 팀별로 실습과제 하는거였구요 좀 스트레스 받긴 했지만 과제를 하다보니 복습도 되고 좋더라구요 빡쎄긴 해도 열심히하다보면 좋은 학점 얻을 수 있을꺼에요!,,,알수없음,0880401,전자상거래보안 이론 및 실습,윤성현,2002006
"대면이었는데도 교수님 스케줄 때문에 학기 중 반 이상을 사이버강의로 대체함 ㅋㅋ
시험은 중간 한번 보는데 정답 다 알려주고 오픈북임
그래서 오로지 과제로만 평가한다고 생각하시면 되는데.. 이 과제도 평가 기준이 걍 문서 디자인이라서 정말 황당함
전체적으로 날로 먹을 수는 있으나 도움이 되는 부분은 1도 없음",,,알수없음,0685901,정보보호관리체계,이근호,1231354
"비대면이었음
수업중 포트폴리오 작성도 했었고
최종과제로 정보보호관리체계 지금까지 작성하는거
했는데 교수님 평가하시면서 초반에 좋은점수 준게 많으면
후반점수 짜게 주고 그러다 슥 보고 좀 비중이 맞는다 싶으면 다시 또 점수 좋게 줌 기준이 없는거같음",,,알수없음,0685901,정보보호관리체계,이근호,1231354
재미는 없는 수업인데 문서작성 디자인에 대해서 잘 배우게됩니다. 배운다기 보다는 넘사벽 친구들 보면서 인사이트를 넓히는 느낌,,,알수없음,0685901,정보보호관리체계,이근호,1231354
모든 문서의 점수 요소가 디자인입니다 대체 무슨 수업을 들으러 온 건지 잘 모르겠네요 평가도 그냥 줌 켜고 30초 정도 문서 읽은 후 몇 점~ 하고 넘어가세요 이의를 제기해도 반영되진 않습니다 대면으로 바뀌면 어떻게 평가가 될지는 모르겠지만 참고하세요,,,알수없음,0685901,정보보호관리체계,이근호,1231354
"저랑은 안 맞는 과목이라서 듣는게 너무 힘들었어요.
하지만 교수님은 친절하게 잘 알려주셔서 좋았습니다.",,,알수없음,0685901,정보보호관리체계,이근호,1231354
"녹화 영상이랑 줌 수업을 둘다 하는 수업인데 녹화 영상은 올려주는 pdf를 그대로 읽는 수업이에요 줌 수업은 영상 미리 보고온다음에  그 수업에 대해서 추가설명하는 방식으로 진행했어요시험은 기말 한번 봤던거로 기억하는데 시험문제 전부 알려주십니다 조별과제도 있고 개인 과제도 있는데 조별은 많이 어렵지 않아요 수업끝나고 1시간 이내로 해결할 수 있는 것들이 대부분이었고 수업시간에 끝날 때도 많아요 개인과제는 포트폴리오 작성, 1~15주차 수업 요약 과제, 수업시간에 한 보고서 정리? 이정도 였던거 같아요 교수님이 친절하시고, 학생들이랑 소통도 많이 하시려고 하고 의견반영도 잘 해주세요 하지만 녹화 강의 수업이 너무 지루해요....진짜 진짜 진짜 너무 지루합니다 그것 빼고는 좋았어요",,,알수없음,0685901,정보보호관리체계,이근호,1231354
일찍 끝내주신다구 하시고 5분 일찍 끝내주셔서 감사합니다,,,알수없음,0685701,정보보안법규,이성진,1231334
"재밋음 시험도 나름 괜춘 주관식임 과제 2개인가? 있었음
과제 잘해야함... 과제 잘하면 예시로 쓰이는데 개잘함...",,,알수없음,0685701,정보보안법규,이성진,1231334
시험이 어렵긴한데 이거저거 많이 배워갈 수 있는 수업입니다. 교수님이 열심히 알려주시려고 하시는게 보여요. 과제 가끔 사례찾기? 같은 걸로 내주십니다. 2번인가 3번정도 한 것 같아요,,,알수없음,0685701,정보보안법규,이성진,1231334
"법 과목이라 지루한건 어쩔 수 없는거 같고 거의 풀강이십니다


시험 - 중간, 기말 (객관식,주관식)
과제 - 3번(해당 법률 사례 찾기)이였나 2번 있였나 그랬음
팀플 - X",,,알수없음,0685701,정보보안법규,이성진,1231334
"비대면이라 지루하긴해요 정해진 교재도 따로 없고
시험은 변별력 있어서 좋았어요",,,알수없음,0685701,정보보안법규,이성진,1231334
"과제 주신거 열심히하고, 강의도 열심히 들어서 A+받았어요~~!! 
시험대신 대체과제있고 과제양도 보통 정도라서 부담없이 들을수 있는 수업이였습니다.",,,알수없음,0685701,정보보안법규,이성진,1231334
과제 내준거 열심히 하고 실시간 수업도 적극적으로 참여했으나 원하는 점수를 받지 못했네요.. 평가 기준이 궁금한 수업이었습니다.,,,알수없음,0685701,정보보안법규,이성진,1231334
법내용이라 좀 딱딱하지만 성적이나 시험적인 측면에서 매우 좋아요 진짜 꿀수업임,,,알수없음,0685701,정보보안법규,이성진,1231334
사이버강의였지만 저는 강의도 너무 좋았고 과제들도 크게 어려운부분 없었어용,,,알수없음,0685701,정보보안법규,이성진,1231334
과제는 두번있는데 어렵지 않았고 중간고사는 족보 주신거에서만 나오니까 그거 외우세요 기말땐 족보 안주시는데 셤 전에 강조하시는 부분 외우고 중간고사 족보쪽 문제 다시 한번 봐보세요 (진짜 꿀팁주는거임) 수업은 좀 지루하긴한데 중요하다는 부분만 잘 체크해두세요,,,알수없음,0685701,정보보안법규,이성진,1231334
"내용은 어려운데 수업자체는 어렵지않음 
시험도 나온다고 한데서만 나옴 과제도 쉬운 편
출석잘하고 시험만 잘 암기해서 외우면A+나옴
시험하나당 이틀정도만 공부해도 되는 숨겨진 전공꿀과목",,,알수없음,0685701,정보보안법규,이성진,1231334
"정말 쉽다. 수업중에 시험에 나온다고 한것 나온다. 시험기출도 제공해주신다.
50분 풀강이다. 가끔 오버도 했다. 강의실에 사람이 많아 시험 허벅지 사이에 컨닝하는년들이 있었다.",,,알수없음,0685701,정보보안법규,이성진,1231334
법 내용 이여서 진짜 지루하게 느껴질 수 있음 너무 졸림 법 관심있는 학생들은 듣기 좋음 시험은 총 중간 기말 두번 과제는 두번 레포트 제출 했음,,,알수없음,0685701,정보보안법규,이성진,1231334
"법 내용이라 좀 졸립긴 해요... 그리거 교수님이 중간중간 다른 얘기하시는데 딱히 재미는 .. ㅎㅎ 
일찍 끝내주시면 45분 아니면 50분 꽉 채우는 수업입니다
과제는 그렇게 어려운 편 아니구요
시험도 그냥 죽어라 외우면 돼요 ^_^",,,알수없음,0685701,정보보안법규,이성진,1231334
너무 좋아요! 시험은 완전 외우는거라 계산이런건 문제없음,,,알수없음,0685701,정보보안법규,이성진,1231334
정말 다 외워야 하는 법규 시험은 족보보면 됨 과제도 쉬워서 시험만 잘보면 성적 잘 나옴,,,알수없음,0685701,정보보안법규,이성진,1231334
노오오오... 노오오오.. 본인이 디지털포렌식 할 거 아니면 ㄴㄴㄴㄴㄴㄴㄴㄴ 진짜 교재라고 재본있는데 그냥 법전이고 수업도 법전 읽으면서 간간히 사례 설명해주시는데 풀강을 넘어서서 매번 몇분씩 오버하심 말씀도 되게 천천히하셔서 너무 너무 너무 졸려요 진짜 왜들었지,,,알수없음,0685701,정보보안법규,이성진,1231334
"헌법이랑 개인정보보호법 등 법에 관련해서 배우는데 다 외우는거에요!
교수님이 유쾌하시지만 과목 특성상 지루해서 다들 많이 자는 수업..
시험문제는 전시간에 대충 여기서나온다 찝어주시고 필기 한 부분에서도 나와요!
학점은 딱 공부한만큼 나온듯!",,,알수없음,0685701,정보보안법규,이성진,1231334
"수기로 이산수학 교과서를 만드는 수업입니다.
테블릿이 사용 불가능하거나 분량이 정해져있거나 수기임에도 글자 포인트가 정해져있는 등등등의 제약이 많습니다.

내용 자체는 뭐 초중딩도 할만한 내용입니다.",,,알수없음,0154702,이산수학,최미영,1888220
"과제가 쉽지만 상당히 많습니다
하지만 교수님도 착해서 좋습니다
시험 난이도가 꽤 있는데 공부하면 커버할만하고
사강이라 그런지 시험에서 ai쓴 애들한테 밀려요",,,알수없음,0154702,이산수학,최미영,1888220
과제는 쉬운 편임. 하지만 원하시는 분량이 많아 가끔씩이 분량을 맞추기 힘들었음. 강의 내용은 쉬운 편임. 교수님께서 이해하기 쉽게 설명해 주셔서 좋았음. 만나서 강의하지 않는 올 사강인데도 불구하고 문의를 드리면 다른 교수님들과는 다르게 너무나 친근하게 대해 주심. 아직 학교 와서 강의는 많이 못 들어봤지만 가장 재미있었던 강의였음.,,,알수없음,0154702,이산수학,최미영,1888220
교수님께서 정말 열심히 가르쳐주시지만 보이는 모든것을 필기해서 내는 것이 제출이기때문에 손이 너무 아픔. 그래도 교수님께서 정말 열심히 가르쳐주심,,,알수없음,0154702,이산수학,최미영,1888220
"친절하게 알려주시고 되게 열정적이심.
덕분에 수포자인데 열심히 공부하게 되고 좋은 성적 받았음.
 끝나고도 많은걸 얻어 갈수 있었던 강의였던거 같음",,,알수없음,0154702,이산수학,최미영,1888220
"과제의 난이도 자체가 높다기보다는, 분량이 많아서 부담이 컸습니다. 매주 수업 내용을 정리해서 제출해야 했고, 단순 요약뿐 아니라 문제 풀이까지 포함되어 있어서 시간이 많이 걸렸습니다. 문제들이 어렵다기보다는, 풀이에 시간이 많이 소요되는 유형이 가끔 있었는데 이 점이 힘들었습니다. 개인차는 있겠지만, 저는 매주 과제를 최소 10페이지 이상 정리해서 제출했습니다.
반면 수업은 괜찮았어요. 재미있었고 난이도도 쉬운편 이라고 느꼈습니다.",,,알수없음,0154702,이산수학,최미영,1888220
진짜 모르는 부분 하나하나 다 설명해주시고 진도도 천천히 나가셔서 A+ 받기 진짜 쉬운 강의입니다 꼭 들으세요!!,,,알수없음,0154702,이산수학,최미영,1888220
교수님 엄청 친절해요. 배우는 것도 쉽고 따라가기만 하면 걍 A 받아요,,,알수없음,0154702,이산수학,최미영,1888220
"최미영 교수님 수업 두 번째 듣는데 항상 열정 넘치세요.
질문하면 친절하게 알려주시고, 과제도 매주 따라오기만 한다면 자동으로 공부도 돼서 따로 많이 할 필요는 없다고 생각해요.
과정 하나하나 쓰는 게 귀찮을지라도 수학을 풀 때 풀이 과정이 많이 중요하다는걸 알아서 그냥 열심히 쓰고 공부했어요.
사이버 원하는 학생들은 사이버로 수강 가능했고, 대면 학생들도 복습 차원으로 사이버 강의 볼 수 있어서 너무 좋았어요.
다음 번에도 최미영 교수님 강의 들으려고요.
수업 시작할 때 전자출결 하고 중간에 호명도 합니당",,,알수없음,0154702,이산수학,최미영,1888220
교수님 너무 좋으시고 친절하시고 수학 못해도 다 할 수 있어요 강의만 열심히 들어도..시험도 쉽습니다 개추천,,,알수없음,0154702,이산수학,최미영,1888220
"사이버로 듣고 싶은 학생들은 사이버로 들었어요! 교수님이 되게 잘 알려주셔서 저는 좋았어요
과제는 매주 있고 중간 기말 시험 있어요 근데 시험문제가 개인적으로 쉬웠어요",,,알수없음,0154702,이산수학,최미영,1888220
"사이버로 돌려주신 것도 좋고 강의내용도 쉽고 다 좋은데 과제, 시험에서 모든 풀이과정 다 쓰는게 너무 짜증나네요. 행렬부터 눈으로 슥슥 풀면 되는걸 사소한 과정까지 다 써서 10줄은 더 작성합니다. 손가락 노동 열심히 했어요.",,,알수없음,0154702,이산수학,최미영,1888220
진짜 완벽한 수포자인데 이 수업 듣고 수학이 재밌어짐. 내가 수학에 대한 개념과 지식이 없어도 하나하나 다 짚어서 설명해 주시기에 아주 나이스하다고 장담함. 꼭 들으셈 제발🙏,,,알수없음,0154702,이산수학,최미영,1888220
쉽게 가르쳐주시고 학생들을 배려해주시는게 느껴짐,,,알수없음,0154702,이산수학,최미영,1888220
"과제는 매주 있고, 중간기말 다 봤어요. 시험문제는 개인적으로 쉬웠음. 수업 잘듣거 필기과제 앉고 내면 괜찮게 받을 수 있어요.",,,알수없음,0154702,이산수학,최미영,1888220
"교수님 짱짱 좋아요! 과제는 매주 있고요 문제 풀면서 정리노트 작성이라 금방 끝나요. 시험은 중간, 기말 다봅니다.",,,알수없음,0154702,이산수학,최미영,1888220
솔직히 과제만 하고 글쓰면서 내용 익히면 되는 수업이라 어려울건 없어요 진도도 그렇게 빠르지도 않았고 원래 이산이란게 저 속도 안 맞추면 행렬에서 끊겨요 중간 기말 있고 처음에 전자출석 나갈 때 이름 호명하셔요,,,알수없음,0154702,이산수학,최미영,1888220
쉽게 가르쳐주심 재밋엇음 주마다 내야하는 과제가 좀 귀찮긴한데 어렵진않음 교수님 좋으심,,,알수없음,0154702,이산수학,최미영,1888220
내용도 쉽게 잘 가르쳐 주셔서 처음 접하는 내용도 쉽게 이해할 수 있었어요 매주 과제만 잘해도 시험 보는데 무리 없는듯,,,알수없음,0154702,이산수학,최미영,1888220
"어렵지 않고 아주 쉽고 잘 가르쳐주십니다.
나중에 다른 과목을 할 때 기초가 되는 부분이라 열심히 들으시면 도움 많이 될겁니다",,,알수없음,0154702,이산수학,최미영,1888220
날로 먹을 수 있는 강의는 전혀 아닙니다.교재 예문을 그대로 써서 수업하시고 시험은 응용 문제로 나옵니다.복습 안하면 다음 수업 이해 못합니다...,,,알수없음,0367001,C언어프로그래밍,정원석,2404440
시험도 정말 어렵고 예습과 복습을 안하면 정말 따라가기 힘든 수업. C언어 처음 배우는 학생 입장에서는 설명을 너무 어렵게 하십니다,,,알수없음,0367001,C언어프로그래밍,정원석,2404440
"교수님 인품은 좋으신 것 같지만
솔직히 초보자인 학생 눈높이에서 맞춰주시는 수업이 아니라
일방적으로 계속 설명만 하는 느낌이라서 좋지는 않았습니다..
코딩 배우신적 있거나 어느정도 지식있는분들이 수강하면 진도 빠르게 나가셔서 잘 맞으실듯 합니다,",,,알수없음,0367001,C언어프로그래밍,정원석,2404440
"교수님도 열의가 있으시고 수업시간에 최대한 많이 알려주려고 하십니다. 
과제도 수업시간에 실습한거 제출하기고 시험도 수업시간에 푼 것들 비슷하게 내시니까 수업만 잘 듣고 따라온다면 학점 잘 받습니다.",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"설명은 쉽게 잘해주시는데 예제문제를 풀고 손들어서 예제문제 푼거 설명해야함 약 3번에 기회를 주심 당일에 설명할 자신이 있으면 이 강의 추천 그렇지 않은 이상 친구랑 같이 하거나 추천하지 않음 중간,기말 전에 한 번 더 기회는 주심 그래도 기억에는 오래 남음",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"틀리거나 이해 못할때마다 짜증내셔서 스트레스 받았었음...
조금 아시는 분은 괜찮을 듯 아예 모르시면 예제 푸는 과제가 있는데 수업시간 안에 못하면 기회 날리는 거라 마찬가지예요
대신 수업시간 외 과제는 없었어요",,,알수없음,0367003,C언어프로그래밍,구미순,2825591
수업시간때 예제 잘 풀고 그러면 시험문제는 그닥 어렵지않을듯,,,알수없음,0367003,C언어프로그래밍,구미순,2825591
"학생이 어떻게 잘 배워갈지 고민하신 흔적이 보입니다.
 교수님 최고십니다.",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
교수님이 너무 좋음 미치겠음 교수님이 이수업의 최고의 장점임 사랑해요,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"학생에게 관심이 많고 상당히 적극적이신 교수님.
시험도 중요포인트 잘 지명해주심",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"과 잘못 선택했다고 생각했었고, 코딩에 관심 x 였는데 
그룹 프로젝트에서 조원을 잘 만난편은 아니지만 조장이랑 같이 고군분투 하며 코드를 짜고 그 과정에서 과에 대한 확신과 코딩하는 재미를 느꼈습니다 중간, 기말을 잘 본 편은 아니고 네명인 조에서 두명에서만 프로젝트를 하다보니 기말 시험 공부를 잘 못 챙겼었는데 프로젝트를 좋게 보신건지 A 받았습니다 ㅎㅎ. 만약 성적 잘 못 받았으면 너무 충격이 커서 전과 했을텐데.. 과에 대한 확신과 공정한 프로젝트 결과 주셔서 감사할 다름입니다.. 
본가랑 학교가 멀지만 방학에 학교와서 교수님이랑 코드 짜고 싶다는 생각이 들 정도의 수업이었습니다! 한 학기 잘 배우고 갑니다 감사합니다 ㅎㅎ",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
과제도 별로 없고 기초부터 알려주셔서 좋았어요,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
C언어 수업중에 추천하는 수업입니다......,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
너무 신격화하는듯..............,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"진짜 이승화 교수님은 혁명입니다..
진짜 너무 친절하신 것도 사실이지만 코딩에 있어 코짜도 모르던 저에게 코딩에 코짜도 알게 해주셨고 코딩에 있어 재미를 느끼게 해주셨습니다. 그리고 따로 질문 사항 같은 거 여쭤볼 때면 학생의 시선에서 쉽게 풀어서 알려주셨으며 수업 방식과 시험 방식 모두다 학생의 입장에서 배려해주신 것이 느껴졌습니다. C언어를 처음 배우고 내가 아직은 코딩에 흥미가 안 느껴져서 이젠 달아나고 싶다는 생각이 드시는 분들은 꼭 본 교수님의 수업 들어보셨으면 좋겠습니다. 생각이 바뀌고 실력도 바뀌고 흥미도 바뀝니다. 교수님이 너무 최고!!",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
기말에 프로젝트 하나빼고는 괜찮았어요 추천합니다,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
좋음 과제도 별로 없다  선생님이 친절함 이해도 잘되고 사캠도 좋음,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
진짜 c언어를 몰라도 잘 알 수 있게 설명해 주시고 금방 금방 따라올 수 있도록 해주신다.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"진짜 좋은 교수님임 열심히 하는 모습만 보이면 챙겨주심
근데 열심히 하면 성적은 잘 나올수 있음",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"이승화 교수님 사랑합니다
진짜 교수님 좋으심
팀플이 기말 과제로 1번 있는데 그거 끝나고 교수님이 팀플하면서 억울하거나 그런거 있으면 자기가 다 들어주겠다고 말씀하심
학생을 생각해주시는 교수님이심",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
대면강의 3시간과 사이버강의 1시간으로 아루어진 수업입니다. 과제는 기말고사 전에 코딩 조별과제를 내주시는데 이게 40점인가 45점으로 비중이 제일 큽니다. 조별과제를 수업시간때 할수있게끔 시간도 되게 오래 주시고 모르는거 여쭤보면 잘 알려주시고 피드백도 해주십니다. 그리고 교수님께서 돌아다니시면서 기여도 점수를 체크하시는데 조별로 제출한 과제 점수×기여도 점수를 하기 때문에 열심히 참여해야 합니다. 조별과제 보고서는 조별로 한명만 제출하면 되지만 보고서 점수 큽니다. 시험은 오픈북이긴한데 배운내용을 A4용지 한장(포스트잇 붙이는거 안됨)안에 정리해서 가져가는거고 제출안하면 점수 감점으로 알고 있습니다. 그리고 기말전에 조별과제하고 발표하고 마지막주에 바로 시험보기때문에 과제때문에 바쁠수도 있어서 미리미리 공부하는거 추천드립니다. 마지막으로 교수님이 사이버강의 꼭 들으라고 강조하시는 주가 있는데 사강 수업내용에 나오는 키워드 시험에 나오니까 꼭 들으세요.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"C언어를 처음 듣는 저도  어렵지않게 수강 할수 있는
수업 이었던거 같습니다.  시험난이도도 수업만 잘 들으셨다면
그럭저럭 잘 풀 정도인것 같습니다 학생들을 배려하는게 보이시고 정말 놓히면 안되는 교수님입니다. 조원도 잘만나서
한학기 잘 마무리 했네요
정말 다른강의도 또 들어보고 싶습니다!!",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"C언어 강의는 그냥 이게 최고같습니다.
학생들을 배려하면서 진도를 나가시고
전반적으로 아예 코딩을 모르는 사람이 들어도
이해가 될 정도의 수업 수준입니다.

단 대면 3시간과 사이버 1시간이 있으니
이점은 유의하세요",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"중간 + 기말 + 팀프로젝트 존재
수업만 열심히 듣고 조금만 갖고 놀다보면
거의 다 풀 수 있음

팀프로젝트같은 경우 교수님께선 질문을 많이 하길 원하시고, 팀원과의 상호작용도 많이 지켜보심. 프로그램의 주제와 완성도도 중요하지만, 그 외적인것도 잘 챙겼을때 좋은 점수를 받을 것이라 생각됨.",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
교수님 덕분에 코딩 나름 잘 할수있게됨 기초부터 차근차근알려주시고 모르는거 질문하면 자세히 알려주심! 팀플이 있긴 하지만 본인이 맡은부분 팀원때문에 포기하지말고 열심히만 하면 점수 잘 받을수 있음,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
"코딩이 좋아졌어요 처음으로 제 학과가 맘에 들어졌어요!!
진짜 결과보다 과정을 중요시하는 참된 교수님
그냥 교수님의 수업방식 등 모든게 만족합니다",,,알수없음,0367004,C언어프로그래밍,이승화,1888277
열심히 하면 성적 잘 나옴. 교수님 진짜 좋으심 설명도 개념부터 파근차근 해주셔서 좋았습니다.,,,알수없음,0367004,C언어프로그래밍,이승화,1888277
아주 수업 좋습니다!! 모둠 수업 없고 과제로 평가를 해서 점수 따기 쉽습니다. 파이썬에 대해 알기가 쉬워요. 오티 때 수업을 안 나가시고 빨리 끝내주십니다!!,,,알수없음,0367005,C언어프로그래밍,이성진,2994819
정말 쉽게 설명해주시고 열심히 하시면 좋은 성적 받을 수 있음,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
과제 한번있고 팀플없음 수업프리함 시험손코딩이라서 짱남 교수님 매번 10분정도 늦으심 수업시간에 흥얼거리심,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"수럽이 너무 좋음 굿 교수님도 너무 친절하심
과제도 아예없음",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"그냥 저냥 나쁘지 않게 들을만 한듯
하는만큼 나오는거같아요",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
수업도 잘 알려주시고 과제도 없고 꿀강의 추천합니다 ..!,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
교수님도 좋으시고 시험도 어렵지 않아서 열심히만 하면 학점 잘 받을 수 있어요!,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"중간,기말 2번보고 시험은 쉬운편 항상 첫시간 10분늦으시고 쉬는시간 잘지키시고 3번째 타임은 30분정도만 하고 보내주시는편 2시간만 하고 보내주신적도 2번정도 있음..",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"교수님 좋아요.
설명도 기초부터 차근차근 설명 잘 해주십니다.",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
수업도 자세하게 설명해주시고 출결 진짜 너그러우심,,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"최고의 교수님이십니다 
처음 들어보는데 이해하기 쉽게 설명햐주십니다",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
"최고십니다 진짜😭
c언어의 최고 교수님!!!!",,,알수없음,0367007,C언어프로그래밍,김귀정,1646500
